occupants,lighting_interior,lighting_garage,cooking_range,dishwasher,clothes_washer,clothes_dryer,ceiling_fan,plug_loads_other,plug_loads_tv,hot_water_dishwasher,hot_water_clothes_washer,hot_water_fixtures,Vacancy,Power Outage
0.75,0.369,0.369,0.0,0.0,0.267,0.333,0.316,0.72,0.72,0.0,0.157,0.0646,0,0
0.75,0.369,0.369,0.0,0.133,1.0,1.0,0.316,0.72,0.72,0.633,0.0737,0.0,0,0
0.75,0.369,0.369,0.0,1.0,0.667,1.0,0.316,0.72,0.72,0.353,0.167,0.0,0,0
0.75,0.355,0.355,0.0,1.0,0.0,0.933,0.327,0.735,0.735,0.331,0.103,0.0646,0,0
0.75,0.355,0.355,0.0,0.0,0.0,0.0,0.327,0.735,0.735,0.336,0.269,0.0,0,0
0.75,0.355,0.355,0.0,0.0,0.0,0.0,0.327,0.735,0.735,0.0,0.157,0.129,0,0
0.75,0.355,0.355,0.0,0.0,0.0,0.0,0.327,0.735,0.735,0.0,0.0449,0.0,0,0
0.75,0.345,0.345,0.0,0.0,0.0,0.0,0.316,0.749,0.749,0.0,0.0737,0.0,0,0
0.75,0.345,0.345,0.0,0.0,0.0,0.0,0.316,0.749,0.749,0.0,0.231,0.0,0,0
0.75,0.345,0.345,0.0,0.0,0.0,0.0,0.316,0.749,0.749,0.0,0.212,0.129,0,0
0.75,0.345,0.345,0.0,0.0,0.0,0.0,0.316,0.749,0.749,0.0,0.231,0.129,0,0
0.75,0.342,0.342,0.0,0.0,0.0,0.0,0.358,0.749,0.749,0.0,0.103,0.0,0,0
0.75,0.342,0.342,0.0,0.0,0.0,0.0,0.358,0.749,0.749,0.0,0.103,0.259,0,0
0.75,0.342,0.342,0.0,0.0,0.0,0.0,0.358,0.749,0.749,0.0,0.196,0.0646,0,0
0.75,0.342,0.342,0.0,0.0,0.0,0.0,0.358,0.749,0.749,0.0,0.599,0.0,0,0
0.75,0.343,0.343,0.0,0.0,0.0,0.0,0.39,0.735,0.735,0.0,0.0,0.0,0,0
0.75,0.343,0.343,0.0,0.0,0.0,0.0,0.39,0.735,0.735,0.0,0.324,0.0,0,0
0.75,0.343,0.343,0.0,0.0,0.0,0.0,0.39,0.735,0.735,0.0,0.26,0.0646,0,0
0.75,0.343,0.343,0.0,0.0,0.0,0.0,0.39,0.735,0.735,0.0,0.221,0.0646,0,0
0.75,0.353,0.353,0.0,0.0,0.0,0.0,0.4,0.763,0.763,0.0,0.625,0.0,0,0
0.75,0.353,0.353,0.0,0.0,0.0,0.0,0.4,0.763,0.763,0.0,0.394,0.0,0,0
0.75,0.353,0.353,0.0,0.0,0.0,0.0,0.4,0.763,0.763,0.0,0.176,0.0,0,0
0.75,0.353,0.353,0.0,0.0,0.0,0.0,0.4,0.763,0.763,0.0,0.103,0.0,0,0
0.75,0.39,0.39,0.0,0.0,0.0,0.0,0.473,0.791,0.791,0.0,0.26,0.259,0,0
0.75,0.39,0.39,0.0,0.0,0.0,0.0,0.473,0.791,0.791,0.0,0.397,0.0646,0,0
0.75,0.39,0.39,0.0,0.0,0.0,0.0,0.473,0.791,0.791,0.0,0.442,0.0,0,0
0.75,0.39,0.39,0.0,0.0,0.0,0.0,0.473,0.791,0.791,0.0,0.372,0.0,0,0
0.75,0.489,0.489,0.933,0.0,0.0,0.0,0.62,0.847,0.847,0.0,0.0,0.0,0,0
1.0,0.635,0.635,0.0667,0.133,0.0,0.0,0.741,0.974,0.974,0.331,0.0,0.0646,0,0
1.0,0.635,0.635,0.0,1.0,0.0,0.0,0.741,0.974,0.974,0.251,0.0,0.0,0,0
1.0,0.635,0.635,0.0,1.0,0.0,0.0,0.741,0.974,0.974,0.727,0.0,0.0646,0,0
1.0,0.84,0.84,0.0,0.0,0.0,0.0,0.881,0.993,0.993,0.0,0.0,0.129,0,0
1.0,0.84,0.84,0.0,0.0,0.0,0.0,0.881,0.993,0.993,0.289,0.0,0.0,0,0
1.0,0.84,0.84,0.0,0.0,0.0,0.0,0.881,0.993,0.993,0.45,0.0,0.0,0,0
1.0,0.84,0.84,0.0,0.0,0.0,0.0,0.881,0.993,0.993,0.523,0.00962,0.0,0,0
1.0,0.996,0.996,0.0,0.0,0.267,0.0,0.937,0.937,0.937,0.344,0.276,0.0646,0,0
1.0,0.996,0.996,0.0,0.0,1.0,0.4,0.937,0.937,0.937,0.0,0.221,0.323,0,0
1.0,0.996,0.996,0.0,0.0,1.0,1.0,0.937,0.937,0.937,0.0,0.455,0.351,0,0
1.0,0.996,0.996,0.0,0.0,0.6,1.0,0.937,0.937,0.937,0.0,0.106,0.0646,0,0
1.0,0.964,0.964,0.0,0.0,0.0,0.867,0.993,0.88,0.88,0.0,0.529,0.0,0,0
1.0,0.964,0.964,0.0,0.0,0.0,0.0,0.993,0.88,0.88,0.0,0.462,0.0,0,0
1.0,0.964,0.964,0.0,0.0,0.0,0.0,0.993,0.88,0.88,0.0,0.506,0.0,0,0
1.0,0.964,0.964,0.0,0.0,0.0,0.0,0.993,0.88,0.88,0.0,0.231,0.0646,0,0
1.0,0.594,0.594,0.0,0.0,0.0,0.0,0.788,0.749,0.749,0.0,0.0,0.0,0,0
1.0,0.594,0.594,0.0,0.0,0.0,0.0,0.788,0.749,0.749,0.0,0.0,0.0646,0,0
1.0,0.412,0.412,0.0,0.0,0.0,0.0,0.611,0.654,0.654,0.0,0.0,0.126,0,0
1.0,0.412,0.412,0.0,0.0,0.0,0.0,0.611,0.654,0.654,0.0,0.0,0.0,0,0
1.0,0.52,0.52,0.0,0.0,0.0,0.0,0.683,0.678,0.678,0.0,0.0,0.0646,0,0
1.0,0.363,0.363,0.0,0.0,0.0,0.0,0.541,0.607,0.607,0.0,0.0,0.129,0,0
1.0,0.363,0.363,0.0,0.0,0.0,0.0,0.541,0.607,0.607,0.0,0.0,0.0,0,0
1.0,0.363,0.363,0.0,0.0,0.0,0.0,0.541,0.607,0.607,0.0,0.0,0.0,0,0
1.0,0.149,0.149,0.0,0.0,0.0,0.0,0.478,0.57,0.57,0.0,0.0,0.0,0,0
1.0,0.149,0.149,0.0,0.0,0.0,0.0,0.478,0.57,0.57,0.0,0.0,0.0646,0,0
1.0,0.149,0.149,0.0,0.0,0.0,0.0,0.478,0.57,0.57,0.0,0.0,0.0,0,0
1.0,0.149,0.149,0.0,0.0,0.0,0.0,0.478,0.57,0.57,0.0,0.0,0.0,0,0
1.0,0.0864,0.0864,0.0,0.0,0.0,0.0,0.409,0.56,0.56,0.0,0.0,0.0,0,0
1.0,0.0864,0.0864,0.0,0.0,0.0,0.0,0.409,0.56,0.56,0.0,0.0,0.0,0,0
1.0,0.0864,0.0864,0.0,0.0,0.0,0.0,0.409,0.56,0.56,0.0,0.0,0.0,0,0
1.0,0.0864,0.0864,0.0,0.0,0.0,0.0,0.409,0.56,0.56,0.0,0.0,0.0,0,0
1.0,0.0617,0.0617,0.0,0.0,0.0,0.0,0.388,0.542,0.542,0.0,0.0,0.0,0,0
1.0,0.0617,0.0617,0.0,0.0,0.0,0.0,0.388,0.542,0.542,0.0,0.0,0.0,0,0
1.0,0.0555,0.0555,0.0,0.0,0.0,0.0,0.323,0.504,0.504,0.0,0.0,0.0,0,0
1.0,0.0555,0.0555,0.0,0.0,0.0,0.0,0.323,0.504,0.504,0.0,0.0,0.0,0,0
1.0,0.0493,0.0493,0.0,0.0,0.0,0.0,0.323,0.499,0.499,0.0,0.0,0.0,0,0
1.0,0.0493,0.0493,0.0,0.0,0.0,0.0,0.323,0.499,0.499,0.0,0.0,0.0,0,0
1.0,0.0493,0.0493,0.0,0.0,0.0,0.0,0.323,0.499,0.499,0.0,0.0,0.0,0,0
1.0,0.0493,0.0493,0.0,0.0,0.0,0.0,0.323,0.499,0.499,0.0,0.0,0.0,0,0
1.0,0.0493,0.0493,0.0,0.0,0.0,0.0,0.319,0.494,0.494,0.0,0.0,0.0,0,0
1.0,0.0493,0.0493,0.0,0.0,0.0,0.0,0.319,0.494,0.494,0.0,0.0,0.0646,0,0
1.0,0.0493,0.0493,0.0,0.0,0.0,0.0,0.319,0.494,0.494,0.0,0.0,0.0,0,0
1.0,0.0493,0.0493,0.0,0.0,0.0,0.0,0.319,0.494,0.494,0.0,0.0,0.0,0,0
1.0,0.0493,0.0493,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.0493,0.0493,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.0493,0.0493,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.0493,0.0493,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.0493,0.0493,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.0493,0.0493,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.0493,0.0493,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.0493,0.0493,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.0493,0.0493,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.259,0,0
1.0,0.0493,0.0493,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.0493,0.0493,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.0493,0.0493,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0646,0,0
1.0,0.0493,0.0493,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.0493,0.0493,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.169,0,0
1.0,0.149,0.149,0.0,0.0,0.0,0.0,0.358,0.546,0.546,0.0,0.0,0.427,0,0
1.0,0.149,0.149,0.0,0.0,0.0,0.0,0.358,0.546,0.546,0.0,0.0,0.0,0,0
0.75,0.262,0.262,0.0,0.0,0.0,0.0,0.367,0.635,0.635,0.0,0.0,0.185,0,0
0.75,0.262,0.262,0.0,0.0,0.0,0.0,0.367,0.635,0.635,0.0,0.0,0.0,0,0
0.75,0.262,0.262,0.0,0.0,0.0,0.0,0.367,0.635,0.635,0.0,0.0,0.0,0,0
0.75,0.262,0.262,0.0,0.0,0.0,0.0,0.367,0.635,0.635,0.0,0.0,0.0,0,0
0.75,0.269,0.269,0.0,0.0,0.0,0.0,0.29,0.635,0.635,0.0,0.0,0.0,0,0
0.75,0.269,0.269,0.0,0.0,0.0,0.0,0.29,0.635,0.635,0.0,0.231,0.0,0,0
0.75,0.269,0.269,0.0,0.0,0.267,0.0,0.29,0.635,0.635,0.0,0.388,0.0,0,0
0.75,0.269,0.269,0.0,0.0,1.0,0.4,0.29,0.635,0.635,0.0,0.0,0.0,0,0
0.75,0.262,0.262,0.0,0.0,1.0,1.0,0.297,0.635,0.635,0.0,0.186,0.0,0,0
0.75,0.262,0.262,0.0,0.0,0.6,1.0,0.297,0.635,0.635,0.0,0.231,0.0,0,0
0.75,0.262,0.262,0.0,0.0,0.0,0.867,0.297,0.635,0.635,0.0,0.186,0.0,0,0
0.75,0.262,0.262,0.0,0.0,0.0,0.0,0.297,0.635,0.635,0.0,0.321,0.0,0,0
0.75,0.253,0.253,0.0,0.0,0.0,0.0,0.304,0.645,0.645,0.0,0.276,0.0,0,0
0.75,0.253,0.253,0.0,0.0,0.0,0.0,0.304,0.645,0.645,0.0,0.26,0.0646,0,0
0.75,0.355,0.355,0.0,0.0,0.0,0.0,0.327,0.735,0.735,0.0,0.231,0.0,0,0
0.75,0.355,0.355,0.0,0.0,0.0,0.0,0.327,0.735,0.735,0.0,0.0,0.0,0,0
0.75,0.345,0.345,0.0,0.0,0.0,0.0,0.316,0.749,0.749,0.0,0.0,0.0,0,0
0.75,0.345,0.345,0.0,0.0,0.0,0.0,0.316,0.749,0.749,0.0,0.0,0.0,0,0
0.75,0.345,0.345,0.0,0.0,0.0,0.0,0.316,0.749,0.749,0.0,0.0,0.0,0,0
0.75,0.345,0.345,0.0,0.0,0.0,0.0,0.316,0.749,0.749,0.0,0.0,0.0,0,0
0.5,0.244,0.244,0.0,0.0,0.0,0.0,0.325,0.654,0.654,0.0,0.0,0.0646,0,0
0.5,0.244,0.244,0.0,0.0,0.0,0.0,0.325,0.654,0.654,0.0,0.0,0.0646,0,0
0.5,0.244,0.244,0.0,0.0,0.0,0.0,0.325,0.654,0.654,0.0,0.0,0.0,0,0
0.5,0.244,0.244,0.0,0.0,0.0,0.0,0.325,0.654,0.654,0.0,0.0,0.0,0,0
0.5,0.245,0.245,0.0,0.0,0.0,0.0,0.346,0.645,0.645,0.0,0.0,0.0,0,0
0.5,0.245,0.245,0.0,0.0,0.0,0.0,0.346,0.645,0.645,0.0,0.0,0.0,0,0
0.5,0.245,0.245,0.933,0.0,0.0,0.0,0.346,0.645,0.645,0.0,0.0,0.168,0,0
0.5,0.245,0.245,1.0,0.0,0.0,0.0,0.346,0.645,0.645,0.0,0.0,0.177,0,0
0.75,0.353,0.353,0.133,0.0,0.0,0.0,0.4,0.763,0.763,0.0,0.0,0.0,0,0
0.75,0.353,0.353,0.0,0.0,0.0,0.0,0.4,0.763,0.763,0.0,0.0,0.283,0,0
0.5,0.252,0.252,0.0,0.0,0.0,0.0,0.353,0.664,0.664,0.0,0.0,0.0,0,0
0.5,0.252,0.252,0.0,0.0,0.0,0.0,0.353,0.664,0.664,0.0,0.0,0.0,0,0
0.5,0.277,0.277,0.0,0.0,0.0,0.0,0.402,0.682,0.682,0.0,0.0,0.0,0,0
0.5,0.277,0.277,0.0,0.0,0.0,0.0,0.402,0.682,0.682,0.0,0.0,0.0646,0,0
0.25,0.163,0.163,0.0,0.0,0.0,0.0,0.33,0.574,0.574,0.0,0.0,0.194,0,0
0.25,0.163,0.163,0.0,0.0,0.0,0.0,0.33,0.574,0.574,0.0,0.0,0.323,0,0
0.25,0.196,0.196,0.0,0.0,0.0,0.0,0.379,0.593,0.593,0.0,0.0,0.38,0,0
0.25,0.196,0.196,0.0,0.0,0.0,0.0,0.379,0.593,0.593,0.0,0.0,0.0929,0,0
0.5,0.342,0.342,0.933,0.0,0.0,0.0,0.499,0.72,0.72,0.0,0.0,0.0,0,0
0.5,0.342,0.342,1.0,0.0,0.0,0.0,0.499,0.72,0.72,0.0,0.0,0.244,0,0
0.5,0.445,0.445,0.133,0.0,0.0,0.0,0.569,0.729,0.729,0.0,0.0,0.214,0,0
0.75,0.642,0.642,0.0,0.0,0.0,0.0,0.725,0.861,0.861,0.0,0.0,0.0,0,0
0.75,0.642,0.642,0.0,0.0,0.0,0.0,0.725,0.861,0.861,0.0,0.0,0.186,0,0
0.75,0.642,0.642,0.0,0.0,0.0,0.0,0.725,0.861,0.861,0.0,0.0,0.0,0,0
0.75,0.759,0.759,0.0,0.0,0.0,0.0,0.767,0.819,0.819,0.0,0.0,0.0,0,0
0.75,0.759,0.759,0.0,0.0,0.0,0.0,0.767,0.819,0.819,0.0,0.0,0.374,0,0
0.5,0.522,0.522,0.0,0.0,0.0,0.0,0.597,0.701,0.701,0.0,0.0,0.0899,0,0
0.5,0.522,0.522,0.0,0.0,0.0,0.0,0.597,0.701,0.701,0.0,0.0,0.0646,0,0
0.5,0.507,0.507,0.0,0.0,0.0,0.0,0.625,0.673,0.673,0.0,0.0,0.242,0,0
0.75,0.507,0.507,0.0,0.0,0.0,0.0,0.625,0.673,0.673,0.0,0.0,0.124,0,0
0.75,0.507,0.507,0.0,0.0,0.0,0.0,0.625,0.673,0.673,0.0,0.0,0.0,0,0
0.75,0.507,0.507,0.0,0.0,0.0,0.0,0.625,0.673,0.673,0.0,0.0,0.0,0,0
0.75,0.412,0.412,0.0,0.0,0.0,0.0,0.611,0.654,0.654,0.0,0.0,0.0,0,0
0.75,0.412,0.412,0.0,0.0,0.0,0.0,0.611,0.654,0.654,0.0,0.0,0.0,0,0
0.75,0.412,0.412,0.0,0.0,0.0,0.0,0.611,0.654,0.654,0.0,0.0,0.194,0,0
0.75,0.412,0.412,0.0,0.0,0.0,0.0,0.611,0.654,0.654,0.0,0.0,0.0,0,0
0.75,0.363,0.363,0.0,0.0,0.0,0.0,0.541,0.607,0.607,0.0,0.0,0.0646,0,0
0.75,0.363,0.363,0.0,0.0,0.0,0.0,0.541,0.607,0.607,0.0,0.0,0.0,0,0
0.75,0.206,0.206,0.0,0.0,0.0,0.0,0.4,0.536,0.536,0.0,0.0,0.0646,0,0
0.75,0.206,0.206,0.0,0.0,0.0,0.0,0.4,0.536,0.536,0.0,0.0,0.0,0,0
0.75,0.0991,0.0991,0.0,0.0,0.0,0.0,0.368,0.518,0.518,0.0,0.0,0.0,0,0
0.75,0.0991,0.0991,0.0,0.0,0.0,0.0,0.368,0.518,0.518,0.0,0.0,0.0,0,0
0.75,0.0991,0.0991,0.0,0.0,0.0,0.0,0.368,0.518,0.518,0.0,0.0,0.0,0,0
1.0,0.149,0.149,0.0,0.0,0.0,0.0,0.478,0.57,0.57,0.0,0.0,0.0,0,0
1.0,0.0678,0.0678,0.0,0.0,0.0,0.0,0.333,0.513,0.513,0.0,0.0,0.0,0,0
1.0,0.0678,0.0678,0.0,0.0,0.0,0.0,0.333,0.513,0.513,0.0,0.0,0.0,0,0
1.0,0.0678,0.0678,0.0,0.0,0.0,0.0,0.333,0.513,0.513,0.0,0.0,0.0,0,0
1.0,0.0678,0.0678,0.0,0.0,0.0,0.0,0.333,0.513,0.513,0.0,0.0,0.0,0,0
1.0,0.0555,0.0555,0.0,0.0,0.0,0.0,0.323,0.504,0.504,0.0,0.0,0.0,0,0
1.0,0.0555,0.0555,0.0,0.0,0.0,0.0,0.323,0.504,0.504,0.0,0.0,0.0,0,0
1.0,0.0493,0.0493,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.0493,0.0493,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.0493,0.0493,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.0493,0.0493,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.0493,0.0493,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.0493,0.0493,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.0493,0.0493,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.0493,0.0493,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.0493,0.0493,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.157,0,0
1.0,0.0493,0.0493,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.0521,0.0521,0.0,0.0,0.0,0.0,0.36,0.532,0.532,0.0,0.0,0.0,0,0
1.0,0.0521,0.0521,0.0,0.0,0.0,0.0,0.36,0.532,0.532,0.0,0.0,0.174,0,0
0.75,0.0507,0.0507,0.0,0.0,0.0,0.0,0.309,0.499,0.499,0.0,0.0,0.0,0,0
0.75,0.0507,0.0507,0.0,0.0,0.0,0.0,0.309,0.499,0.499,0.0,0.0,0.0,0,0
0.75,0.0493,0.0493,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
0.75,0.0493,0.0493,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
0.75,0.0493,0.0493,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
0.75,0.0493,0.0493,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
0.75,0.0493,0.0493,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
0.75,0.0493,0.0493,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
0.75,0.0493,0.0493,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
0.75,0.0493,0.0493,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
0.75,0.0493,0.0493,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.133,0,0
0.75,0.0493,0.0493,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
0.75,0.149,0.149,0.0,0.0,0.0,0.0,0.358,0.546,0.546,0.0,0.0,0.0,0,0
0.75,0.149,0.149,0.0,0.0,0.0,0.0,0.358,0.546,0.546,0.0,0.0,0.236,0,0
0.75,0.262,0.262,0.0,0.0,0.0,0.0,0.367,0.635,0.635,0.0,0.0,0.0286,0,0
0.75,0.262,0.262,0.0,0.0,0.0,0.0,0.367,0.635,0.635,0.0,0.0,0.0,0,0
0.75,0.262,0.262,0.0,0.0,0.0,0.0,0.367,0.635,0.635,0.0,0.0,0.0646,0,0
0.75,0.262,0.262,0.0,0.0,0.0,0.0,0.367,0.635,0.635,0.0,0.0,0.0,0,0
0.75,0.269,0.269,0.0,0.0,0.0,0.0,0.29,0.635,0.635,0.0,0.0,0.0,0,0
0.75,0.269,0.269,0.0,0.0,0.0,0.0,0.29,0.635,0.635,0.0,0.0,0.0,0,0
0.75,0.269,0.269,0.0,0.0,0.0,0.0,0.29,0.635,0.635,0.0,0.0,0.0,0,0
0.75,0.269,0.269,0.0,0.0,0.0,0.0,0.29,0.635,0.635,0.0,0.0,0.0,0,0
0.75,0.262,0.262,0.0,0.0,0.0,0.0,0.297,0.635,0.635,0.0,0.0,0.0,0,0
0.75,0.262,0.262,0.0,0.0,0.0,0.0,0.297,0.635,0.635,0.0,0.0,0.0,0,0
0.75,0.262,0.262,0.0,0.0,0.0,0.0,0.297,0.635,0.635,0.0,0.276,0.0,0,0
0.75,0.262,0.262,0.0,0.0,0.267,0.333,0.297,0.635,0.635,0.0,0.0737,0.0,0,0
0.75,0.355,0.355,0.0,0.0,1.0,1.0,0.327,0.735,0.735,0.0,0.167,0.0,0,0
0.75,0.355,0.355,0.0,0.0,0.667,1.0,0.327,0.735,0.735,0.0,0.49,0.0,0,0
0.75,0.355,0.355,0.0,0.0,0.0,0.933,0.327,0.735,0.735,0.0,0.0737,0.0646,0,0
0.75,0.355,0.355,0.933,0.0,0.0,0.0,0.327,0.735,0.735,0.0,0.221,0.0,0,0
0.75,0.345,0.345,0.0667,0.0,0.0,0.0,0.316,0.749,0.749,0.0,0.221,0.129,0,0
0.75,0.345,0.345,0.0,0.0,0.0,0.0,0.316,0.749,0.749,0.0,0.0,0.259,0,0
